begin ; end ; doc_id ; buch ; quote ; coref ; overlap ;ek ;ek2 ; ds ; space; segnr ; em ; klasse ; xrange;;
12149;12154;12;7;Gâwân;Gâwân;0;0;0;0;R_AVT;352;0;"[""PER""]";"[{""endOffset"":5,""startOffset"":0,""start"":""12149"",""end"":""12149""}]";"[{""endOffset"":5,""startOffset"":0,""start"":""\/div[436]"",""end"":""\/div[436]""}]";121502154
12265;12284;12;7;mange werde vrouwen;# unbestimmt (multi);0;0;0;0;R_HOF;352;0;"[""PER""]";"[{""endOffset"":19,""startOffset"":0,""start"":""12265"",""end"":""12265""}]";"[{""endOffset"":19,""startOffset"":0,""start"":""\/div[440]"",""end"":""\/div[440]""}]";122662284
12286;12296;12;7;diu wirtîn;Frau von Lyppaut;0;0;0;0;R_HOF;352;0;"[""PER""]";"[{""endOffset"":10,""startOffset"":0,""start"":""12286"",""end"":""12286""}]";"[{""endOffset"":10,""startOffset"":0,""start"":""\/div[441]"",""end"":""\/div[441]""}]";122872296
12342;12368;12;7;ir schoenen tohtern zwein;Obilôt;0;0;0;0;R_HOF;352;0;"[""PER""]";"[{""endOffset"":29,""startOffset"":3,""start"":""12339"",""end"":""12339""}]";"[{""endOffset"":29,""startOffset"":3,""start"":""\/div[443]"",""end"":""\/div[443]""}]";123432368
12342;12368;12;7;ir schoenen tohtern zwein;Obîe;0;0;0;0;R_HOF;352;0;"[""PER""]";"[{""endOffset"":29,""startOffset"":3,""start"":""12339"",""end"":""12339""}]";"[{""endOffset"":29,""startOffset"":3,""start"":""\/div[443]"",""end"":""\/div[443]""}]";123432368
12483;12500;12;7;diu alte herzogîn;Frau von Lyppaut;0;0;0;0;R_HOF;352;0;"[""PER""]";"[{""endOffset"":28,""startOffset"":11,""start"":""12472"",""end"":""12472""}]";"[{""endOffset"":28,""startOffset"":11,""start"":""\/div[447]"",""end"":""\/div[447]""}]";124842500
12539;12554;12;7;ir elter tohter;Obîe;0;0;0;0;R_HOF;352;0;"[""PER""]";"[{""endOffset"":25,""startOffset"":10,""start"":""12529"",""end"":""12529""}]";"[{""endOffset"":25,""startOffset"":10,""start"":""\/div[449]"",""end"":""\/div[449]""}]";125402554
12560;12566;12;7;muoter;Frau von Lyppaut;0;0;0;1;R_HOF;352;0;"[""PER""]";"[{""endOffset"":7,""startOffset"":1,""start"":""12559"",""end"":""12559""}]";"[{""endOffset"":7,""startOffset"":1,""start"":""\/div[450]"",""end"":""\/div[450]""}]";125612566
12575;12586;12;7;ein koufman;Gâwân;0;0;0;1;R_HOF;352;0;"[""PER"",""WVL""]";"[{""endOffset"":27,""startOffset"":16,""start"":""12559"",""end"":""12559""}]";"[{""endOffset"":27,""startOffset"":16,""start"":""\/div[450]"",""end"":""\/div[450]""}]";125762586
12656;12672;12;7;ir junger tohter;Obilôt;0;0;0;0;R_HOF;352;0;"[""PER""]";"[{""endOffset"":16,""startOffset"":0,""start"":""12656"",""end"":""12656""}]";"[{""endOffset"":16,""startOffset"":0,""start"":""\/div[453]"",""end"":""\/div[453]""}]";126572672
12719;12726;12;7;swester;Obîe;0;0;0;1;R_HOF;352;0;"[""PER""]";"[{""endOffset"":7,""startOffset"":0,""start"":""12719"",""end"":""12719""}]";"[{""endOffset"":7,""startOffset"":0,""start"":""\/div[455]"",""end"":""\/div[455]""}]";127202726
12905;12917;12;7;sîne knappen;# unbestimmt (multi);0;0;0;0;R_HOF;352;0;"[""PER""]";"[{""endOffset"":12,""startOffset"":0,""start"":""12905"",""end"":""12905""}]";"[{""endOffset"":12,""startOffset"":0,""start"":""\/div[461]"",""end"":""\/div[461]""}]";129062917
13062;13077;12;7;der künec Lôtes;Lot;1;0;0;0;R_HOF;353;1;"[""PER""]";"[{""endOffset"":30,""startOffset"":15,""start"":""13047"",""end"":""13047""}]";"[{""endOffset"":30,""startOffset"":15,""start"":""\/div[467]"",""end"":""\/div[467]""}]";130633077
13062;13082;12;7;der künec Lôtes suon;Gâwân;0;0;0;0;R_HOF;353;0;"[""PER""]";"[{""endOffset"":35,""startOffset"":15,""start"":""13047"",""end"":""13047""}]";"[{""endOffset"":35,""startOffset"":15,""start"":""\/div[467]"",""end"":""\/div[467]""}]";130633082
13117;13129;12;7;sîn kameraer;# unbestimmt (einzel);0;0;0;0;R_HOF;353;0;"[""PER""]";"[{""endOffset"":12,""startOffset"":0,""start"":""13117"",""end"":""13117""}]";"[{""endOffset"":12,""startOffset"":0,""start"":""\/div[469]"",""end"":""\/div[469]""}]";131183129
13182;13198;12;7;der stolze werde;Gâwân;0;0;0;0;R_HOF;353;0;"[""PER""]";"[{""endOffset"":23,""startOffset"":7,""start"":""13175"",""end"":""13175""}]";"[{""endOffset"":23,""startOffset"":7,""start"":""\/div[471]"",""end"":""\/div[471]""}]";131833198
13214;13233;12;7;wîbe hers ein vluot;# unbestimmt (multi);0;0;0;0;R_HOF;353;0;"[""PER""]";"[{""endOffset"":29,""startOffset"":10,""start"":""13204"",""end"":""13204""}]";"[{""endOffset"":29,""startOffset"":10,""start"":""\/div[472]"",""end"":""\/div[472]""}]";132153233
13348;13372;12;7;knappen die dâ kômen hie;# unbestimmt (multi);0;0;0;0;R_HOF;353;0;"[""PER""]";"[{""endOffset"":24,""startOffset"":0,""start"":""13348"",""end"":""13348""}]";"[{""endOffset"":24,""startOffset"":0,""start"":""\/div[477]"",""end"":""\/div[477]""}]";133493372
13374;13391;12;7;diu alte herzogîn;Frau von Lyppaut;0;0;0;0;R_HOF;353;0;"[""PER""]";"[{""endOffset"":17,""startOffset"":0,""start"":""13374"",""end"":""13374""}]";"[{""endOffset"":17,""startOffset"":0,""start"":""\/div[478]"",""end"":""\/div[478]""}]";133753391
13404;13410;12;7;tohter;Obilôt;0;0;0;1;R_HOF;353;0;"[""PER""]";"[{""endOffset"":7,""startOffset"":1,""start"":""13403"",""end"":""13403""}]";"[{""endOffset"":7,""startOffset"":1,""start"":""\/div[479]"",""end"":""\/div[479]""}]";134053410
13488;13504;12;7;diu junge Obilôt;Obilôt;0;0;0;0;R_HOF;353;0;"[""PER""]";"[{""endOffset"":26,""startOffset"":10,""start"":""13478"",""end"":""13478""}]";"[{""endOffset"":26,""startOffset"":10,""start"":""\/div[482]"",""end"":""\/div[482]""}]";134893504
13535;13562;12;7;geim künege Meljanz von Lîz;Meljanz;0;0;0;1;R_HOF;353;0;"[""PER""]";"[{""endOffset"":27,""startOffset"":0,""start"":""13535"",""end"":""13535""}]";"[{""endOffset"":27,""startOffset"":0,""start"":""\/div[484]"",""end"":""\/div[484]""}]";135363562
13649;13653;12;7;Obîe;Obîe;0;0;0;0;R_HOF;353;0;"[""PER""]";"[{""endOffset"":14,""startOffset"":10,""start"":""13639"",""end"":""13639""}]";"[{""endOffset"":14,""startOffset"":10,""start"":""\/div[488]"",""end"":""\/div[488]""}]";136503653
13719;13733;12;7;ein wehselaere;Gâwân;0;0;0;1;R_HOF;353;0;"[""PER""]";"[{""endOffset"":25,""startOffset"":11,""start"":""13708"",""end"":""13708""}]";"[{""endOffset"":25,""startOffset"":11,""start"":""\/div[491]"",""end"":""\/div[491]""}]";137203733
13799;13811;12;7;dîns ritters;Gâwân;0;0;0;1;R_HOF;353;0;"[""PER""]";"[{""endOffset"":12,""startOffset"":0,""start"":""13799"",""end"":""13799""}]";"[{""endOffset"":12,""startOffset"":0,""start"":""\/div[494]"",""end"":""\/div[494]""}]";138003811
13812;13834;12;7;toerschiu swester mîn;Obilôt;0;0;0;1;R_HOF;353;0;"[""PER""]";"[{""endOffset"":35,""startOffset"":13,""start"":""13799"",""end"":""13799""}]";"[{""endOffset"":35,""startOffset"":13,""start"":""\/div[494]"",""end"":""\/div[494]""}]";138133834
13890;13895;12;7;Gâwân;Gâwân;0;0;0;0;R_HOF;354;0;"[""PER""]";"[{""endOffset"":9,""startOffset"":4,""start"":""13886"",""end"":""13886""}]";"[{""endOffset"":9,""startOffset"":4,""start"":""\/div[498]"",""end"":""\/div[498]""}]";138913895
14095;14108;12;7;ein marschalc;# unbestimmt (einzel);0;0;0;0;R_AVT;354;0;"[""PER""]";"[{""endOffset"":13,""startOffset"":0,""start"":""14095"",""end"":""14095""}]";"[{""endOffset"":13,""startOffset"":0,""start"":""\/div[505]"",""end"":""\/div[505]""}]";140964108
14175;14184;12;7;sîn hêrre;Marangliez;0;0;0;0;R_AVT;354;0;"[""PER""]";"[{""endOffset"":9,""startOffset"":0,""start"":""14175"",""end"":""14175""}]";"[{""endOffset"":9,""startOffset"":0,""start"":""\/div[508]"",""end"":""\/div[508]""}]";141764184
14280;14286;12;7;wirtes;Lyppaut;0;1;0;0;R_AVT;354;0;"[""PER""]";"[{""endOffset"":14,""startOffset"":8,""start"":""14272"",""end"":""14272""}]";"[{""endOffset"":14,""startOffset"":8,""start"":""\/div[511]"",""end"":""\/div[511]""}]";142814286
14358;14384;12;7;sîn bruoder duc Marangliez;Marangliez;0;0;0;0;R_AVT;354;0;"[""PER""]";"[{""endOffset"":26,""startOffset"":0,""start"":""14358"",""end"":""14358""}]";"[{""endOffset"":26,""startOffset"":0,""start"":""\/div[514]"",""end"":""\/div[514]""}]";143594384
14402;14413;12;7;zwên ritter;Schirnîel;0;0;0;0;R_AVT;354;0;"[""PER""]";"[{""endOffset"":27,""startOffset"":16,""start"":""14386"",""end"":""14386""}]";"[{""endOffset"":27,""startOffset"":16,""start"":""\/div[515]"",""end"":""\/div[515]""}]";144034413
14402;14413;12;7;zwên ritter;Mirabel;0;0;0;0;R_AVT;354;0;"[""PER""]";"[{""endOffset"":27,""startOffset"":16,""start"":""14386"",""end"":""14386""}]";"[{""endOffset"":27,""startOffset"":16,""start"":""\/div[515]"",""end"":""\/div[515]""}]";144034413
14420;14473;12;7;der werde künec Schirnîel:der truoc krôn ze Lyrivoyn;Schirnîel;0;0;0;0;R_AVT;354;0;"[""PER""]";"[{""endOffset"":26,""startOffset"":0,""start"":""14420"",""end"":""14447""}]";"[{""endOffset"":26,""startOffset"":0,""start"":""\/div[516]"",""end"":""\/div[517]""}]";144214473
14484;14495;12;7;sîn bruoder;Mirabel;0;0;1;0;R_AVT;354;0;"[""PER""]";"[{""endOffset"":20,""startOffset"":9,""start"":""14475"",""end"":""14475""}]";"[{""endOffset"":20,""startOffset"":9,""start"":""\/div[518]"",""end"":""\/div[518]""}]";144854495
14513;14525;12;7;die burgaere;# unbestimmt (multi);0;0;0;0;R_AVT;354;0;"[""PER""]";"[{""endOffset"":15,""startOffset"":3,""start"":""14510"",""end"":""14510""}]";"[{""endOffset"":15,""startOffset"":3,""start"":""\/div[519]"",""end"":""\/div[519]""}]";145144525
14615;14633;12;7;der vürste Lyppaut;Lyppaut;0;0;0;0;R_AVT;354;0;"[""PER""]";"[{""endOffset"":18,""startOffset"":0,""start"":""14615"",""end"":""14615""}]";"[{""endOffset"":18,""startOffset"":0,""start"":""\/div[523]"",""end"":""\/div[523]""}]";146164633
14728;14742;12;7;dem hêrren mîn;Meljanz;0;0;0;1;R_AVT;354;0;"[""PER""]";"[{""endOffset"":34,""startOffset"":20,""start"":""14708"",""end"":""14708""}]";"[{""endOffset"":34,""startOffset"":20,""start"":""\/div[526]"",""end"":""\/div[526]""}]";147294742
14969;14985;12;7;mîns hêrren wert;Meljanz;0;0;0;1;R_AVT;355;0;"[""PER""]";"[{""endOffset"":30,""startOffset"":14,""start"":""14955"",""end"":""14955""}]";"[{""endOffset"":30,""startOffset"":14,""start"":""\/div[535]"",""end"":""\/div[535]""}]";149704985
15052;15064;12;7;mînen hêrren;Meljanz;0;0;0;1;R_AVT;355;0;"[""PER""]";"[{""endOffset"":24,""startOffset"":12,""start"":""15040"",""end"":""15040""}]";"[{""endOffset"":24,""startOffset"":12,""start"":""\/div[538]"",""end"":""\/div[538]""}]";150535064
15215;15219;12;7;gote;Gott;0;0;0;1;R_AVT;355;0;"[""PER""]";"[{""endOffset"":30,""startOffset"":26,""start"":""15189"",""end"":""15189""}]";"[{""endOffset"":30,""startOffset"":26,""start"":""\/div[543]"",""end"":""\/div[543]""}]";152165219
15345;15358;12;7;zen burgaeren;# unbestimmt (multi);0;0;0;0;R_AVT;355;0;"[""PER""]";"[{""endOffset"":23,""startOffset"":10,""start"":""15335"",""end"":""15335""}]";"[{""endOffset"":23,""startOffset"":10,""start"":""\/div[548]"",""end"":""\/div[548]""}]";153465358
15403;15416;12;7;manc wîse man;# unbestimmt (multi);0;0;0;0;R_AVT;355;0;"[""PER""]";"[{""endOffset"":26,""startOffset"":13,""start"":""15390"",""end"":""15390""}]";"[{""endOffset"":26,""startOffset"":13,""start"":""\/div[550]"",""end"":""\/div[550]""}]";154045416
15545;15555;12;7;die besten;# unbestimmt (multi);0;0;0;0;R_AVT;355;0;"[""PER""]";"[{""endOffset"":17,""startOffset"":7,""start"":""15538"",""end"":""15538""}]";"[{""endOffset"":17,""startOffset"":7,""start"":""\/div[555]"",""end"":""\/div[555]""}]";155465555
15650;15659;12;7;Meljanzes;Meljanz;1;0;0;1;R_AVT;356;1;"[""PER""]";"[{""endOffset"":9,""startOffset"":0,""start"":""15650"",""end"":""15650""}]";"[{""endOffset"":9,""startOffset"":0,""start"":""\/div[560]"",""end"":""\/div[560]""}]";156515659
15650;15670;12;7;Meljanzes bêden hern;# unbestimmt (multi);0;0;0;1;R_AVT;356;0;"[""PER""]";"[{""endOffset"":20,""startOffset"":0,""start"":""15650"",""end"":""15650""}]";"[{""endOffset"":20,""startOffset"":0,""start"":""\/div[560]"",""end"":""\/div[560]""}]";156515670
15713;15722;12;7;dem künec;Meljanz;0;0;0;1;R_AVT;356;0;"[""PER""]";"[{""endOffset"":17,""startOffset"":8,""start"":""15705"",""end"":""15705""}]";"[{""endOffset"":17,""startOffset"":8,""start"":""\/div[562]"",""end"":""\/div[562]""}]";157145722
15806;15815;12;7;der künec;Meljanz;0;0;0;1;R_AVT;356;0;"[""PER""]";"[{""endOffset"":9,""startOffset"":0,""start"":""15806"",""end"":""15806""}]";"[{""endOffset"":9,""startOffset"":0,""start"":""\/div[565]"",""end"":""\/div[565]""}]";158075815
16047;16061;12;7;Poydiconjunzes;Poydiconjunz;0;0;0;1;R_AVT;356;0;"[""PER""]";"[{""endOffset"":18,""startOffset"":4,""start"":""16043"",""end"":""16043""}]";"[{""endOffset"":18,""startOffset"":4,""start"":""\/div[573]"",""end"":""\/div[573]""}]";160486061
16133;16156;12;7;die gevangen Berteneise;# unbestimmt (multi);0;0;0;1;R_AVT;356;0;"[""PER""]";"[{""endOffset"":23,""startOffset"":0,""start"":""16133"",""end"":""16133""}]";"[{""endOffset"":23,""startOffset"":0,""start"":""\/div[576]"",""end"":""\/div[576]""}]";161346156
16169;16186;12;7;der herzoge Astor;Astor (Graf von Lanverunz);0;0;0;1;R_AVT;356;0;"[""PER""]";"[{""endOffset"":28,""startOffset"":11,""start"":""16158"",""end"":""16158""}]";"[{""endOffset"":28,""startOffset"":11,""start"":""\/div[577]"",""end"":""\/div[577]""}]";161706186
16233;16250;12;7;sîn sun Meljacanz;Meljacanz;0;0;0;1;R_AVT;356;0;"[""PER""]";"[{""endOffset"":28,""startOffset"":11,""start"":""16222"",""end"":""16222""}]";"[{""endOffset"":28,""startOffset"":11,""start"":""\/div[579]"",""end"":""\/div[579]""}]";162346250
16268;16277;12;7;Gurnamanz;Gurnemanz;0;0;0;1;R_AVT;356;0;"[""PER""]";"[{""endOffset"":25,""startOffset"":16,""start"":""16252"",""end"":""16252""}]";"[{""endOffset"":25,""startOffset"":16,""start"":""\/div[580]"",""end"":""\/div[580]""}]";162696277
16414;16425;12;7;der vürste;Lyppaut;0;0;0;0;R_AVT;356;0;"[""PER""]";"[{""endOffset"":11,""startOffset"":0,""start"":""16414"",""end"":""16414""}]";"[{""endOffset"":11,""startOffset"":0,""start"":""\/div[585]"",""end"":""\/div[585]""}]";164156425
16479;16509;12;7;die burgaere ellens unbetrogen;# unbestimmt (multi);0;0;0;0;R_AVT;356;0;"[""PER""]";"[{""endOffset"":30,""startOffset"":0,""start"":""16479"",""end"":""16479""}]";"[{""endOffset"":30,""startOffset"":0,""start"":""\/div[587]"",""end"":""\/div[587]""}]";164806509
16569;16576;12;7;daz her;# unbestimmt (multi);0;0;0;0;R_AVT;357;0;"[""PER""]";"[{""endOffset"":7,""startOffset"":0,""start"":""16569"",""end"":""16569""}]";"[{""endOffset"":7,""startOffset"":0,""start"":""\/div[591]"",""end"":""\/div[591]""}]";165706576
16679;16694;12;7;rotten ungezalt;# unbestimmt (multi);0;0;0;0;R_AVT;357;0;"[""PER""]";"[{""endOffset"":29,""startOffset"":14,""start"":""16665"",""end"":""16665""}]";"[{""endOffset"":29,""startOffset"":14,""start"":""\/div[594]"",""end"":""\/div[594]""}]";166806694
16779;16789;12;7;der ritter;# unbestimmt (multi);0;0;0;0;R_AVT;357;0;"[""PER""]";"[{""endOffset"":10,""startOffset"":0,""start"":""16779"",""end"":""16779""}]";"[{""endOffset"":10,""startOffset"":0,""start"":""\/div[598]"",""end"":""\/div[598]""}]";167806789
16809;16818;12;7;die helde;# unbestimmt (multi);0;0;0;0;R_AVT;357;0;"[""PER""]";"[{""endOffset"":9,""startOffset"":0,""start"":""16809"",""end"":""16809""}]";"[{""endOffset"":9,""startOffset"":0,""start"":""\/div[599]"",""end"":""\/div[599]""}]";168106818
16880;16888;12;7;ûzem her;# unbestimmt (multi);0;0;0;0;R_AVT;357;0;"[""PER""]";"[{""endOffset"":12,""startOffset"":4,""start"":""16876"",""end"":""16876""}]";"[{""endOffset"":12,""startOffset"":4,""start"":""\/div[601]"",""end"":""\/div[601]""}]";168816888
16937;16948;12;7;die burgaer;# unbestimmt (multi);0;0;0;0;R_AVT;357;0;"[""PER""]";"[{""endOffset"":11,""startOffset"":0,""start"":""16937"",""end"":""16937""}]";"[{""endOffset"":11,""startOffset"":0,""start"":""\/div[603]"",""end"":""\/div[603]""}]";169386948
17062;17071;12;7;Meljanze;Meljanz;0;1;0;0;R_AVT;357;0;"[""PER""]";"[{""endOffset"":13,""startOffset"":4,""start"":""17058"",""end"":""17058""}]";"[{""endOffset"":13,""startOffset"":4,""start"":""\/div[607]"",""end"":""\/div[607]""}]";170637071
17177;17187;12;7;Meljacanz;Meljacanz;0;1;0;0;R_AVT;357;0;"[""PER""]";"[{""endOffset"":14,""startOffset"":4,""start"":""17173"",""end"":""17173""}]";"[{""endOffset"":14,""startOffset"":4,""start"":""\/div[611]"",""end"":""\/div[611]""}]";171787187
17204;17208;12;7;Keyn;Keye;0;1;0;0;R_AVT;357;0;"[""PER""]";"[{""endOffset"":9,""startOffset"":5,""start"":""17199"",""end"":""17199""}]";"[{""endOffset"":9,""startOffset"":5,""start"":""\/div[612]"",""end"":""\/div[612]""}]";172057208
17269;17279;12;7;Meljacanz;Meljacanz;0;1;0;0;R_AVT;357;0;"[""PER""]";"[{""endOffset"":16,""startOffset"":6,""start"":""17263"",""end"":""17263""}]";"[{""endOffset"":16,""startOffset"":6,""start"":""\/div[614]"",""end"":""\/div[614]""}]";172707279
17294;17309;12;7;Meljanz von Lîz;Meljanz;0;1;0;0;R_AVT;357;0;"[""PER""]";"[{""endOffset"":15,""startOffset"":0,""start"":""17294"",""end"":""17294""}]";"[{""endOffset"":15,""startOffset"":0,""start"":""\/div[615]"",""end"":""\/div[615]""}]";172957309
17387;17390;12;7;Obî;Obîe;0;0;0;0;R_AVT;357;0;"[""PER""]";"[{""endOffset"":3,""startOffset"":0,""start"":""17387"",""end"":""17387""}]";"[{""endOffset"":3,""startOffset"":0,""start"":""\/div[618]"",""end"":""\/div[618]""}]";173887390
17464;17475;12;7;swester mîn;Obilôt;0;0;0;1;R_AVT;358;0;"[""PER""]";"[{""endOffset"":34,""startOffset"":23,""start"":""17441"",""end"":""17441""}]";"[{""endOffset"":34,""startOffset"":23,""start"":""\/div[621]"",""end"":""\/div[621]""}]";174657475
17485;17495;12;7;mîn ritter;Meljanz;0;0;0;1;R_AVT;358;0;"[""PER""]";"[{""endOffset"":18,""startOffset"":8,""start"":""17477"",""end"":""17477""}]";"[{""endOffset"":18,""startOffset"":8,""start"":""\/div[622]"",""end"":""\/div[622]""}]";174867495
17628;17637;12;7;diu junge;Obilôt;0;0;0;0;R_AVT;358;0;"[""PER""]";"[{""endOffset"":9,""startOffset"":0,""start"":""17628"",""end"":""17628""}]";"[{""endOffset"":9,""startOffset"":0,""start"":""\/div[627]"",""end"":""\/div[627]""}]";176297637
17912;17917;12;7;Gâwân;Gâwân;0;0;0;0;R_AVT;358;0;"[""PER""]";"[{""endOffset"":5,""startOffset"":0,""start"":""17912"",""end"":""17912""}]";"[{""endOffset"":5,""startOffset"":0,""start"":""\/div[636]"",""end"":""\/div[636]""}]";179137917
18051;18064;12;7;daz grôze her;# unbestimmt (multi);0;0;0;0;R_AVT;358;0;"[""PER""]";"[{""endOffset"":13,""startOffset"":0,""start"":""18051"",""end"":""18051""}]";"[{""endOffset"":13,""startOffset"":0,""start"":""\/div[641]"",""end"":""\/div[641]""}]";180528064
18084;18097;12;7;Poydiconjunz;Poydiconjunz;0;0;0;0;R_AVT;358;0;"[""PER""]";"[{""endOffset"":17,""startOffset"":4,""start"":""18080"",""end"":""18080""}]";"[{""endOffset"":17,""startOffset"":4,""start"":""\/div[642]"",""end"":""\/div[642]""}]";180858097
18113;18133;12;7;ein werder jungelinc;Astor (Graf von Lanverunz);0;0;0;0;R_AVT;358;0;"[""PER""]";"[{""endOffset"":24,""startOffset"":4,""start"":""18109"",""end"":""18109""}]";"[{""endOffset"":24,""startOffset"":4,""start"":""\/div[643]"",""end"":""\/div[643]""}]";181148133
18165;18190;12;7;der herzoge von Lanverunz;Astor (Graf von Lanverunz);0;0;0;0;R_AVT;358;0;"[""PER""]";"[{""endOffset"":25,""startOffset"":0,""start"":""18165"",""end"":""18165""}]";"[{""endOffset"":25,""startOffset"":0,""start"":""\/div[645]"",""end"":""\/div[645]""}]";181668190
18199;18211;12;7;Poydiconjunz;Poydiconjunz;0;0;0;0;R_AVT;358;0;"[""PER""]";"[{""endOffset"":19,""startOffset"":7,""start"":""18192"",""end"":""18192""}]";"[{""endOffset"":19,""startOffset"":7,""start"":""\/div[646]"",""end"":""\/div[646]""}]";182008211
18222;18238;12;7;der alt wîse man;Poydiconjunz;0;0;0;0;R_AVT;358;0;"[""PER""]";"[{""endOffset"":25,""startOffset"":9,""start"":""18213"",""end"":""18213""}]";"[{""endOffset"":25,""startOffset"":9,""start"":""\/div[647]"",""end"":""\/div[647]""}]";182238238
18339;18351;12;7;Poydiconjunz;Poydiconjunz;0;0;0;0;R_AVT;359;0;"[""PER""]";"[{""endOffset"":22,""startOffset"":10,""start"":""18329"",""end"":""18329""}]";"[{""endOffset"":22,""startOffset"":10,""start"":""\/div[652]"",""end"":""\/div[652]""}]";183408351
18352;18378;12;7;zem herzogen von Lanverunz;Astor (Graf von Lanverunz);0;0;0;0;R_AVT;359;0;"[""PER""]";"[{""endOffset"":26,""startOffset"":0,""start"":""18352"",""end"":""18352""}]";"[{""endOffset"":26,""startOffset"":0,""start"":""\/div[653]"",""end"":""\/div[653]""}]";183538378
18480;18499;12;7;der werde Lahedumân;Lahedumân;0;0;0;1;R_AVT;359;0;"[""PER""]";"[{""endOffset"":27,""startOffset"":8,""start"":""18472"",""end"":""18472""}]";"[{""endOffset"":27,""startOffset"":8,""start"":""\/div[657]"",""end"":""\/div[657]""}]";184818499
18510;18528;12;7;Meljacanz mîn suon;Meljacanz;0;0;0;1;R_AVT;359;0;"[""PER""]";"[{""endOffset"":28,""startOffset"":10,""start"":""18500"",""end"":""18500""}]";"[{""endOffset"":28,""startOffset"":10,""start"":""\/div[658]"",""end"":""\/div[658]""}]";185118528
18760;18777;12;7;der herzoge Astor;Astor (Graf von Lanverunz);0;0;0;0;R_AVT;359;0;"[""PER""]";"[{""endOffset"":27,""startOffset"":10,""start"":""18750"",""end"":""18750""}]";"[{""endOffset"":27,""startOffset"":10,""start"":""\/div[666]"",""end"":""\/div[666]""}]";187618777
18779;18782;12;7;hêr;Poydiconjunz;0;0;0;1;R_AVT;359;0;"[""PER""]";"[{""endOffset"":4,""startOffset"":1,""start"":""18778"",""end"":""18778""}]";"[{""endOffset"":4,""startOffset"":1,""start"":""\/div[667]"",""end"":""\/div[667]""}]";187808782
18784;18793;12;7;iwer neve;Meljanz;0;0;0;1;R_AVT;359;0;"[""PER""]";"[{""endOffset"":15,""startOffset"":6,""start"":""18778"",""end"":""18778""}]";"[{""endOffset"":15,""startOffset"":6,""start"":""\/div[667]"",""end"":""\/div[667]""}]";187858793
18806;18815;12;7;der künec;Meljanz;0;0;0;1;R_AVT;359;0;"[""PER""]";"[{""endOffset"":9,""startOffset"":0,""start"":""18806"",""end"":""18806""}]";"[{""endOffset"":9,""startOffset"":0,""start"":""\/div[668]"",""end"":""\/div[668]""}]";188078815
18821;18839;12;7;al sîn her von Lîz;# unbestimmt (multi);0;0;0;1;R_AVT;359;0;"[""PER""]";"[{""endOffset"":33,""startOffset"":15,""start"":""18806"",""end"":""18806""}]";"[{""endOffset"":33,""startOffset"":15,""start"":""\/div[668]"",""end"":""\/div[668]""}]";188228839
18846;18854;12;7;iwer her;# unbestimmt (multi);0;0;0;1;R_AVT;359;0;"[""PER""]";"[{""endOffset"":13,""startOffset"":5,""start"":""18841"",""end"":""18841""}]";"[{""endOffset"":13,""startOffset"":5,""start"":""\/div[669]"",""end"":""\/div[669]""}]";188478854
19025;19036;12;7;die burgaer;# unbestimmt (multi);0;0;0;1;R_AVT;359;0;"[""PER""]";"[{""endOffset"":11,""startOffset"":0,""start"":""19025"",""end"":""19025""}]";"[{""endOffset"":11,""startOffset"":0,""start"":""\/div[675]"",""end"":""\/div[675]""}]";190269036
19121;19124;12;7;got;Gott;0;0;0;1;R_AVT;359;0;"[""PER""]";"[{""endOffset"":9,""startOffset"":6,""start"":""19115"",""end"":""19115""}]";"[{""endOffset"":9,""startOffset"":6,""start"":""\/div[678]"",""end"":""\/div[678]""}]";191229124
19183;19198;12;7;iwerre massenîe;# unbestimmt (multi);0;0;0;1;R_AVT;359;0;"[""PER""]";"[{""endOffset"":19,""startOffset"":4,""start"":""19179"",""end"":""19179""}]";"[{""endOffset"":19,""startOffset"":4,""start"":""\/div[680]"",""end"":""\/div[680]""}]";191849198
19211;19220;12;7;vrou Obîe;Obîe;0;0;0;1;R_AVT;359;0;"[""PER""]";"[{""endOffset"":20,""startOffset"":11,""start"":""19200"",""end"":""19200""}]";"[{""endOffset"":20,""startOffset"":11,""start"":""\/div[681]"",""end"":""\/div[681]""}]";192129220
19223;19237;12;7;Poydiconjunzes;Poydiconjunz;0;0;0;0;R_AVT;360;0;"[""PER""]";"[{""endOffset"":14,""startOffset"":0,""start"":""19223"",""end"":""19223""}]";"[{""endOffset"":14,""startOffset"":0,""start"":""\/div[683]"",""end"":""\/div[683]""}]";192249237
19255;19274;12;7;sînen neven Meljanz;Meljanz;0;0;0;0;R_AVT;360;0;"[""PER""]";"[{""endOffset"":22,""startOffset"":3,""start"":""19252"",""end"":""19252""}]";"[{""endOffset"":22,""startOffset"":3,""start"":""\/div[684]"",""end"":""\/div[684]""}]";192569274
19287;19306;12;7;der werde junge man;Meljanz;0;0;0;0;R_AVT;360;0;"[""PER""]";"[{""endOffset"":30,""startOffset"":11,""start"":""19276"",""end"":""19276""}]";"[{""endOffset"":30,""startOffset"":11,""start"":""\/div[685]"",""end"":""\/div[685]""}]";192889306
19399;19404;12;7;Obîen;Obîe;0;0;0;0;R_HOF;360;0;"[""PER""]";"[{""endOffset"":19,""startOffset"":14,""start"":""19385"",""end"":""19385""}]";"[{""endOffset"":19,""startOffset"":14,""start"":""\/div[688]"",""end"":""\/div[688]""}]";194009404
