begin ; end ; doc_id ; buch ; quote ; coref ; overlap ;ek ;ek2 ; ds ; space; segnr ; em ; klasse ; xrange
6976;6980;97;1;gote;Gott (christlich);null;0;0;1;R_AAC;9;null;["PER"];[{"endOffset":13,"startOffset":9,"start":6967,"end":6967}];[{"endOffset":13,"startOffset":9,"start":"\/div[276]","end":"\/div[276]"}];69766980;
7055;7060;97;1;gotes;Gott (christlich);null;0;0;1;R_AAC;10;null;["PER"];[{"endOffset":26,"startOffset":21,"start":7034,"end":7034}];[{"endOffset":26,"startOffset":21,"start":"\/div[278]","end":"\/div[278]"}];70557060;
7074;7077;97;1;hêr;# Christen Kollektiv;null;0;0;0;R_WEU;10;null;["PER"];[{"endOffset":7,"startOffset":4,"start":7070,"end":7070}];[{"endOffset":7,"startOffset":4,"start":"\/div[279]","end":"\/div[279]"}];70747077;
7094;7104;97;1;di Cristin;# Christen Kollektiv;null;0;0;0;R_WEU;10;null;["PER"];[{"endOffset":10,"startOffset":0,"start":7094,"end":7094}];[{"endOffset":10,"startOffset":0,"start":"\/div[280]","end":"\/div[280]"}];70947104;
7148;7158;97;1;die heiden;# Heiden Kollektiv;null;0;0;0;R_WEU;10;null;["PER"];[{"endOffset":10,"startOffset":0,"start":7148,"end":7148}];[{"endOffset":10,"startOffset":0,"start":"\/div[282]","end":"\/div[282]"}];71487158;
7226;7238;97;1;des keiseres;Karl;null;0;0;0;R_WEU;10;null;["PER"];[{"endOffset":12,"startOffset":0,"start":"7226","end":"7226"}];[{"endOffset":12,"startOffset":0,"start":"\/div[285]","end":"\/div[285]"}];72267238;
7367;7383;97;1;haiden die tunbi;# Heiden Kollektiv;null;0;0;0;R_WEU;10;null;["PER"];[{"endOffset":16,"startOffset":0,"start":"7367","end":"7367"}];[{"endOffset":16,"startOffset":0,"start":"\/div[292]","end":"\/div[292]"}];73677383;
7737;7747;97;1;ein heiden;# unbestimmt (einzel);null;0;0;0;R_WEU;10;null;["PER"];[{"endOffset":14,"startOffset":4,"start":7733,"end":7733}];[{"endOffset":14,"startOffset":4,"start":"\/div[307]","end":"\/div[307]"}];77377747;
7839;7846;97;1;ir gote;Götter (heidnisch);null;0;0;0;R_TOR;11;null;["PER"];[{"endOffset":7,"startOffset":0,"start":7839,"end":7839}];[{"endOffset":7,"startOffset":0,"start":"\/div[311]","end":"\/div[311]"}];78397846;
7870;7886;97;1;der helt Rovlant;Ruolant;null;0;0;0;R_TOR;11;null;["PER"];[{"endOffset":23,"startOffset":7,"start":7863,"end":7863}];[{"endOffset":23,"startOffset":7,"start":"\/div[312]","end":"\/div[312]"}];78707886;
7937;7953;97;1;dem got Appollen;Götter (heidnisch);null;0;0;0;R_TOR;11;null;["PER"];[{"endOffset":7953,"startOffset":7937,"start":0,"end":0}];[{"endOffset":11,"startOffset":4,"start":"\/div[315]","end":"\/div[316]"}];79377953;
